gene	hits	maxp	avg_af	avg_maf	avg_beta
tig	81	50.48811663902113	0.5577160493827161	0.44228395061728387	0.6821604938271607
GIFFJJKF_00346	67	22.690369832574103	0.4747761194029851	0.4747761194029851	0.6222388059701494
GIFFJJKF_00348	27	22.690369832574103	0.5459259259259259	0.4540740740740741	0.6721111111111111
GIFFJJKF_00563	32	22.690369832574103	0.46171875	0.46171875	0.6457500000000002
pepQ	21	16.616184634019568	0.6397619047619048	0.36023809523809525	0.6667142857142855
GIFFJJKF_00411	10	21.659555885159882	0.538	0.46199999999999997	0.6677
GIFFJJKF_00385	15	18.494850021680094	0.5026666666666667	0.4973333333333333	0.6525999999999998
GIFFJJKF_00382	11	22.449771646944907	0.4413636363636364	0.4413636363636364	0.7227272727272728
GIFFJJKF_00336	518	73.98716277529483	0.6286100386100384	0.3713899613899616	0.750557915057915
cysK	1	22.154901959985743	0.015	0.015	0.972
rfbC	33	22.154901959985743	0.4546969696969696	0.4546969696969696	0.6526666666666666
rfbA	64	20.52870828894106	0.22031250000000002	0.22031250000000002	0.7093125000000002
GIFFJJKF_01513	7	18.910094888560604	0.020714285714285716	0.020714285714285716	0.8348571428571427
pyrP	27	17.197910742118268	0.7177777777777778	0.28222222222222215	0.705925925925926
dexB	40	27.69897000433602	0.48575000000000007	0.48575000000000007	0.6975499999999998
glnQ_2	13	22.690369832574103	0.5123076923076924	0.48769230769230765	0.821076923076923
nanA_3	10	15.882728704344236	0.591	0.40900000000000003	0.6465
glpO	41	27.61261017366127	0.7275609756097562	0.2724390243902438	0.6954390243902441
GIFFJJKF_00327	20	21.73754891026957	0.08825	0.08825	0.8752000000000001
pepS	1	26.91721462968355	0.935	0.06499999999999995	0.956
fabG	13	20.505845405981557	0.505	0.495	0.7195384615384616
gatA	30	29.882728704344235	0.9283333333333333	0.07166666666666666	0.842
ptsG_1	30	20.869666231504993	0.5721666666666667	0.4278333333333333	0.5690333333333334
GIFFJJKF_00546	29	19.563837352959244	0.43206896551724144	0.43206896551724144	0.5778620689655172
GIFFJJKF_01745|GIFFJJKF_01746	4	9.528708288941061	0.4225	0.4225	0.3865
alsT	16	25.458420756053417	0.5437500000000001	0.45624999999999993	0.7325625000000001
dhfR	25	22.400116927926312	0.17360000000000003	0.17360000000000003	0.6366799999999998
rlmL	106	43.29413628771608	0.4122641509433964	0.4122641509433964	0.545745283018868
serS	55	43.51570016065322	0.7228181818181819	0.2771818181818181	0.7167090909090911
aroG	9	16.38933983691012	0.7227777777777779	0.27722222222222215	0.6154444444444445
GIFFJJKF_01937	41	25.889410289700752	0.8595121951219514	0.14048780487804857	0.40758536585365834
dps	17	15.681936665037238	0.10941176470588238	0.10941176470588238	0.5650588235294115
ilvC	11	21.659555885159882	0.5877272727272727	0.41227272727272735	0.6668181818181819
smc	80	22.449771646944907	0.38475000000000004	0.38475000000000004	0.6589625000000001
asp3	2	10.294992040666664	0.065	0.065	0.4775
GIFFJJKF_01748	8	16.294136287716082	0.623125	0.37687499999999996	0.6868749999999999
GIFFJJKF_00301	107	24.82390874094432	0.5083644859813083	0.49163551401869166	0.6908317757009342
recU	27	38.71896663275227	0.5479629629629629	0.4520370370370371	0.7814074074074072
tcyJ	11	22.690369832574103	0.43818181818181823	0.43818181818181823	0.6460909090909092
GIFFJJKF_01641	3	15.03058408764602	0.6366666666666667	0.3633333333333333	0.48100000000000004
lacF_2	22	15.03058408764602	0.5990909090909091	0.4009090909090909	0.5672272727272728
tagU_1	127	22.66958622665081	0.4411023622047244	0.4411023622047244	0.6834094488188975
ponA	95	35.65169513695184	0.37573684210526315	0.37573684210526315	0.7270526315789472
GIFFJJKF_02200	11	27.356547323513812	0.35772727272727267	0.35772727272727267	0.5914545454545455
spsB|rnhC	6	22.449771646944907	0.5116666666666667	0.4883333333333333	0.818
GIFFJJKF_01928	27	27.69897000433602	0.3712962962962963	0.3712962962962963	0.5398148148148149
GIFFJJKF_00322|epsJ_1	1	22.531652669587842	0.035	0.035	0.969
axeA	20	16.616184634019568	0.6260000000000001	0.3739999999999999	0.6553499999999999
GIFFJJKF_00505	2	17.42596873227228	0.0125	0.0125	0.6735
GIFFJJKF_00996	2	17.42596873227228	0.0125	0.0125	0.6735
tpx	38	30.962573502059378	0.8398684210526314	0.16013157894736862	0.7352368421052631
liaR	59	72.10402526764094	0.6860169491525423	0.3139830508474577	0.7348474576271187
ddl	120	86.7569619513137	0.709	0.29100000000000004	0.6496416666666672
agaC	30	18.72124639904717	0.5368333333333334	0.4631666666666666	0.5221666666666667
yhjX	20	16.184422251675734	0.42175	0.42175	0.6619499999999998
GIFFJJKF_00359	105	41.38090666937326	0.26419047619047636	0.26419047619047636	0.7561904761904757
GIFFJJKF_00407	29	22.364516253185087	0.5346551724137931	0.4653448275862069	0.7188965517241379
zwf	6	22.449771646944907	0.4841666666666667	0.4841666666666667	0.7221666666666667
GIFFJJKF_00538	20	22.690369832574103	0.46925	0.46925	0.5728499999999999
GIFFJJKF_01548	28	28.593459819566046	0.7980357142857143	0.2019642857142857	0.6365357142857143
GIFFJJKF_00417	49	18.962573502059378	0.416530612244898	0.416530612244898	0.6227551020408163
GIFFJJKF_00678	7	29.066006836168757	0.9071428571428571	0.09285714285714286	0.8814285714285715
purF	14	14.425968732272281	0.5467857142857142	0.4532142857142858	0.5237857142857143
GIFFJJKF_01927	48	27.69897000433602	0.5377083333333331	0.4622916666666669	0.6650625
gtfB_1	44	22.690369832574103	0.18534090909090908	0.18534090909090908	0.7238636363636364
liaF	4	17.29328221766324	0.5425	0.4575	0.787
pepF1_2	34	22.27083521030723	0.4717647058823529	0.4717647058823529	0.6495294117647059
GIFFJJKF_01476	95	27.69897000433602	0.6683684210526315	0.3316315789473685	0.7639052631578949
ywqC	81	22.531652669587842	0.19358024691358028	0.19358024691358028	0.7635925925925928
GIFFJJKF_01167	4	28.17134010346468	0.035	0.035	0.71675
GIFFJJKF_00305	18	23.889410289700752	0.383611111111111	0.383611111111111	0.5328888888888889
GIFFJJKF_00438	26	22.215382707367123	0.6542307692307692	0.34576923076923083	0.7390384615384615
purD	31	16.75448733218585	0.5537096774193548	0.44629032258064516	0.6504193548387096
rsmH	53	26.804100347590765	0.4277358490566037	0.4277358490566037	0.47775471698113214
aspB	67	17.056505484093897	0.6248507462686569	0.3751492537313431	0.6235671641791045
mapZ	137	69.82390874094432	0.4401459854014599	0.4401459854014599	0.5882408759124089
GIFFJJKF_01063	7	17.304518323509804	0.36357142857142855	0.36357142857142855	0.5577142857142857
gap	10	18.97469413473523	0.48299999999999993	0.48299999999999993	0.7373999999999999
GIFFJJKF_00416	39	16.838631997765024	0.4970512820512821	0.4970512820512821	0.5493076923076922
glpF	35	31.27408836770495	0.7525714285714287	0.24742857142857133	0.7245142857142859
recR	57	68.49079747766889	0.6232456140350878	0.3767543859649122	0.4526842105263158
pyrG	23	19.015022873584506	0.5839130434782609	0.4160869565217391	0.7183478260869566
uvrA	3	26.209714835966757	0.3466666666666667	0.3466666666666667	0.6896666666666667
yvcJ	72	28.17134010346468	0.6995138888888891	0.3004861111111109	0.6982083333333333
purH	11	15.85078088734462	0.41409090909090907	0.41409090909090907	0.6201818181818182
GIFFJJKF_01169	2	18.484126156288323	0.0625	0.0625	0.5865
GIFFJJKF_02225	3	18.484126156288323	0.07833333333333332	0.07833333333333332	0.5473333333333333
rmlB	65	22.154901959985743	0.46661538461538465	0.46661538461538465	0.6468153846153846
scaC	33	27.46980030179692	0.8083333333333331	0.19166666666666687	0.7131515151515153
murT	24	16.616184634019568	0.26062500000000005	0.26062500000000005	0.6619999999999998
GIFFJJKF_00334	6	21.11069829749369	0.13333333333333333	0.13333333333333333	0.6973333333333334
ribU|GIFFJJKF_00436	1	14.623423042943488	0.015	0.015	0.681
recR|penA	2	28.593459819566046	0.38	0.38	0.6755
GIFFJJKF_00442	13	18.782516055786093	0.49115384615384616	0.49115384615384616	0.7125384615384613
salL	11	20.058488567365597	0.6213636363636362	0.37863636363636377	0.8250909090909091
glnQ_1	24	16.690369832574103	0.5122916666666666	0.4877083333333334	0.5515416666666667
phoB	9	9.920818753952375	0.9549999999999998	0.04500000000000015	0.3708888888888889
rsmH|ftsL	3	18.910094888560604	0.41500000000000004	0.41500000000000004	0.699
yknY_2	35	24.289036881004723	0.8242857142857144	0.1757142857142856	0.4345714285714286
GIFFJJKF_01931	3	17.216811308924743	0.16666666666666666	0.16666666666666666	0.6706666666666666
rfbA|rfbC	3	14.10902040301031	0.5316666666666667	0.46833333333333327	0.6483333333333333
ffh	102	21.500312917381596	0.5639705882352942	0.4360294117647058	0.6914313725490195
recD2	80	23.050122295963124	0.5050625000000001	0.4949374999999999	0.7155250000000001
engB|clpX	6	11.358525889495901	0.625	0.375	0.3878333333333333
GIFFJJKF_01168	4	21.11069829749369	0.08875	0.08875	0.71425
GIFFJJKF_02223	3	21.11069829749369	0.08	0.08	0.7683333333333332
GIFFJJKF_00436	24	22.215382707367123	0.35041666666666665	0.35041666666666665	0.45437500000000014
arlR_1	16	22.690369832574103	0.45906249999999993	0.45906249999999993	0.6908124999999999
gtfA_1	19	22.58838029403677	0.0944736842105263	0.0944736842105263	0.7647894736842106
GIFFJJKF_01393	2	9.447331783887806	0.495	0.495	0.379
GIFFJJKF_01445	34	28.17134010346468	0.6026470588235295	0.39735294117647046	0.8099705882352943
GIFFJJKF_01915	5	20.627087997029893	0.943	0.05700000000000005	0.7238
GIFFJJKF_01861	1	17.0	0.015	0.015	0.668
GIFFJJKF_01890	1	17.0	0.015	0.015	0.668
GIFFJJKF_01413	1	17.0	0.015	0.015	0.668
GIFFJJKF_01442|GIFFJJKF_01443	1	28.17134010346468	0.99	0.010000000000000009	0.981
GIFFJJKF_02194	20	19.243363891754154	0.8565000000000002	0.14349999999999985	0.6476500000000001
glyG_2	9	20.34390179798717	0.044444444444444446	0.044444444444444446	0.698888888888889
hslO	3	18.5016894462104	0.9833333333333333	0.01666666666666672	0.5686666666666667
aqpZ2	5	20.25103713874384	0.682	0.31799999999999995	0.5756
GIFFJJKF_00304|GIFFJJKF_00305	2	22.690369832574103	0.335	0.335	0.6315
dltA	36	25.373659632624957	0.8072222222222223	0.19277777777777771	0.7585277777777779
cpsB	94	18.910094888560604	0.31537234042553186	0.31537234042553186	0.660840425531915
rplA	2	17.91364016932525	0.5	0.5	0.834
GIFFJJKF_01749	15	17.019996628416255	0.3833333333333334	0.3833333333333334	0.625
GIFFJJKF_01621	25	22.300162274132756	0.3398	0.3398	0.6996400000000002
GIFFJJKF_00324	4	22.531652669587842	0.04125	0.04125	0.946
GIFFJJKF_02006	41	20.694648630553377	0.476219512195122	0.476219512195122	0.6364634146341461
GIFFJJKF_00545	36	21.72584215073632	0.5401388888888888	0.45986111111111116	0.6593888888888889
rclA	10	16.616184634019568	0.12450000000000001	0.12450000000000001	0.6260000000000001
GIFFJJKF_01742	8	19.66354026615147	0.4931249999999999	0.4931249999999999	0.733875
GIFFJJKF_00548	25	14.51999305704285	0.38800000000000007	0.38800000000000007	0.45944
GIFFJJKF_00357	21	18.876148359032914	0.39071428571428574	0.39071428571428574	0.7219523809523809
GIFFJJKF_00441	38	22.555955204081922	0.5534210526315789	0.4465789473684211	0.6891315789473683
GIFFJJKF_01585	28	24.23507701535011	0.5651785714285714	0.4348214285714286	0.7123214285714287
ykuT	9	22.690369832574103	0.7155555555555557	0.2844444444444443	0.7297777777777776
GIFFJJKF_00347	16	22.45099673797421	0.5559375000000001	0.4440624999999999	0.6723125
ctpC	51	28.690369832574103	0.7596078431372549	0.24039215686274507	0.6891372549019612
gtf3	18	22.31069114087638	0.09749999999999999	0.09749999999999999	0.7128333333333333
GIFFJJKF_01748|GIFFJJKF_01749	2	14.76447155309245	0.385	0.385	0.558
GIFFJJKF_02061	2	24.896196279044045	0.9075	0.09250000000000003	0.6155
fabH	10	22.449771646944907	0.5135	0.48650000000000004	0.7304
purM	1	15.546681659952963	0.1	0.1	0.703
GIFFJJKF_00067	2	16.38933983691012	0.42500000000000004	0.42500000000000004	0.6845
rsmG	7	15.96657624451305	0.41000000000000003	0.41000000000000003	0.6505714285714286
GIFFJJKF_01929	12	27.69897000433602	0.30791666666666667	0.30791666666666667	0.49400000000000005
ilvB	22	18.910094888560604	0.6006818181818182	0.3993181818181818	0.6579090909090909
femX	17	17.818156412055227	0.4758823529411765	0.4758823529411765	0.5852352941176472
GIFFJJKF_00543	18	18.55284196865778	0.5327777777777778	0.4672222222222222	0.4881666666666667
GIFFJJKF_00562	7	21.003926345514724	0.5	0.5	0.5768571428571428
adhB	55	28.876148359032914	0.6844545454545454	0.3155454545454546	0.5354727272727272
cpsD	51	20.522878745280337	0.21352941176470588	0.21352941176470588	0.7638235294117647
glyE_2	6	17.459670525209127	0.0775	0.0775	0.5804999999999999
dltD	4	25.373659632624957	0.515	0.485	0.6194999999999999
GIFFJJKF_01323|aldC	4	22.154901959985743	0.71625	0.28374999999999995	0.6485000000000001
purL	32	16.616184634019568	0.48359375	0.48359375	0.55615625
GIFFJJKF_00327|GIFFJJKF_00328	2	19.958607314841775	0.07500000000000001	0.07500000000000001	0.87
secY_2	14	24.23507701535011	0.05642857142857144	0.05642857142857144	0.6572857142857144
GIFFJJKF_00164	38	26.225483034271452	0.5677631578947369	0.43223684210526314	0.5858947368421051
GIFFJJKF_00414	9	12.527243550682787	0.6033333333333333	0.3966666666666667	0.4338888888888889
metAA	33	31.077793722560983	0.8921212121212119	0.10787878787878813	0.8963030303030303
GIFFJJKF_02195	29	19.52870828894106	0.8665517241379311	0.13344827586206887	0.6911379310344828
ltrA_2	9	18.84163750790475	0.8338888888888889	0.1661111111111111	0.6416666666666666
GIFFJJKF_02188	25	27.557520230935552	0.5648	0.43520000000000003	0.82644
GIFFJJKF_00328	20	21.694648630553377	0.07800000000000003	0.07800000000000003	0.8912999999999996
mutS2	43	22.801342913045577	0.556860465116279	0.44313953488372104	0.7485813953488372
prmA	18	17.23657200643706	0.39527777777777784	0.39527777777777784	0.4909444444444445
prfC	61	29.882728704344235	0.6204098360655739	0.37959016393442613	0.6368360655737704
glpK	22	27.213958789757445	0.4084090909090909	0.4084090909090909	0.6793636363636365
def_2	22	28.11125903931711	0.8054545454545454	0.19454545454545458	0.6125
GIFFJJKF_01746	5	22.690369832574103	0.517	0.483	0.7712
tsaE	13	27.69897000433602	0.64	0.36	0.5533846153846154
murB	11	21.028724151261894	0.6631818181818182	0.3368181818181818	0.5813636363636363
GIFFJJKF_00303|GIFFJJKF_00304	1	21.129596094720974	0.04	0.04	0.907
rsmE	16	14.234331445240986	0.43375	0.43375	0.475
bglH_2	1	16.38933983691012	0.065	0.065	0.734
GIFFJJKF_00042	2	17.402304814074487	0.0275	0.0275	0.823
manZ_3	58	22.801342913045577	0.5399137931034482	0.4600862068965518	0.7625172413793103
rplK	16	22.84163750790475	0.5415625000000001	0.45843749999999994	0.8366250000000001
GIFFJJKF_01438	6	17.863279432843594	0.1025	0.1025	0.6916666666666668
GIFFJJKF_00815	6	17.863279432843594	0.1025	0.1025	0.6916666666666668
trkG	14	18.053547734986928	0.45857142857142863	0.45857142857142863	0.5170714285714285
GIFFJJKF_00377	18	22.690369832574103	0.5583333333333333	0.44166666666666665	0.7347777777777779
rsgA	3	21.761953896871205	0.835	0.16500000000000004	0.7163333333333334
GIFFJJKF_01709	9	22.690369832574103	0.5433333333333334	0.45666666666666655	0.8072222222222222
dnaD	21	28.419075024324382	0.904047619047619	0.09595238095238101	0.8241428571428573
rfbC|rmlB	1	13.826813731587725	0.145	0.145	0.67
GIFFJJKF_00561	11	13.767003889607846	0.5386363636363636	0.4613636363636364	0.5243636363636363
GIFFJJKF_01150	31	17.649751981665837	0.5159677419354839	0.4840322580645161	0.688548387096774
GIFFJJKF_00376	3	21.679853713888946	0.6566666666666666	0.3433333333333334	0.9476666666666667
GIFFJJKF_01711|GIFFJJKF_01712	3	22.690369832574103	0.17666666666666667	0.17666666666666667	0.8126666666666668
GIFFJJKF_01132	9	18.281498311132726	0.49555555555555564	0.49555555555555564	0.3854444444444445
aroF	23	17.36855623098683	0.49304347826086964	0.49304347826086964	0.623391304347826
GIFFJJKF_00437	12	17.586700235918748	0.7129166666666666	0.28708333333333336	0.5194166666666666
GIFFJJKF_01646	2	22.542118103266006	0.0775	0.0775	0.8465
luxS	60	27.327902142064282	0.6763333333333331	0.3236666666666669	0.7629666666666668
qmcA	17	28.690369832574103	0.6188235294117646	0.38117647058823545	0.7111764705882352
lmrA	63	28.17134010346468	0.6054761904761903	0.3945238095238097	0.6845714285714286
GIFFJJKF_01443	44	28.17134010346468	0.7984090909090908	0.20159090909090915	0.8665227272727276
potA_2	20	23.332547047110047	0.7092499999999999	0.29075000000000006	0.5652999999999999
GIFFJJKF_01540|yvcJ	2	22.581698708680253	0.5	0.5	0.801
metI	50	30.625251653989896	0.7742000000000001	0.2257999999999999	0.6973600000000002
tagF|GIFFJJKF_00327	1	19.22112552799726	0.105	0.105	0.853
yclM	17	23.419075024324382	0.5614705882352942	0.43852941176470583	0.7085882352941177
GIFFJJKF_01709|GIFFJJKF_01710	1	19.191114132640188	0.02	0.02	0.862
GIFFJJKF_00379	16	45.1444808443322	0.5609375	0.4390625	0.7126249999999998
rnhC	27	22.34486156518862	0.5625925925925925	0.43740740740740747	0.6120370370370372
secA_2	10	19.610833915635467	0.11400000000000002	0.11400000000000002	0.7365
rpoE	12	19.015022873584506	0.5187499999999999	0.48125000000000007	0.6990833333333333
GIFFJJKF_02192	18	21.465973893943865	0.8424999999999999	0.15750000000000008	0.6444444444444445
GIFFJJKF_00328|nagD	1	21.694648630553377	0.05	0.05	0.934
ilvA	9	15.163675884293248	0.5127777777777778	0.4872222222222222	0.47822222222222227
GIFFJJKF_01745	7	19.66354026615147	0.5314285714285714	0.46857142857142864	0.4415714285714286
btuD_1	10	13.289036881004725	0.543	0.45699999999999996	0.5184
ecfT_1	4	15.84163750790475	0.4975	0.4975	0.55225
GIFFJJKF_00113	1	12.079354998593212	0.29	0.29	0.479
mntB	39	28.593459819566046	0.7524358974358973	0.24756410256410266	0.7486923076923074
GIFFJJKF_01380	2	27.291579099865288	0.9425	0.057499999999999996	0.9505
GIFFJJKF_00304	26	18.638272163982407	0.5930769230769231	0.40692307692307694	0.6302692307692307
GIFFJJKF_00356	34	50.08618614761628	0.7108823529411766	0.28911764705882337	0.7208235294117648
kdgR	16	22.401209493236884	0.50625	0.49375	0.6543125000000001
psaA	37	30.625251653989896	0.8308108108108108	0.16918918918918924	0.7548378378378376
GIFFJJKF_00178	1	16.806875401645538	0.055	0.055	0.782
GIFFJJKF_00023	1	13.681936665037238	0.08	0.08	0.584
GIFFJJKF_02009	1	13.681936665037238	0.08	0.08	0.584
cpsD|GIFFJJKF_00320	1	18.92445303860747	0.05	0.05	0.841
GIFFJJKF_00412	6	15.163675884293248	0.6516666666666667	0.3483333333333333	0.5524999999999999
ftsL|pbpX	8	21.500312917381596	0.7275	0.27249999999999996	0.42700000000000005
GIFFJJKF_00684	1	25.373659632624957	0.01	0.01	0.916
GIFFJJKF_01620	3	15.330683119433887	0.6116666666666667	0.3883333333333333	0.58
GIFFJJKF_01488	5	20.87942606879415	0.020999999999999998	0.020999999999999998	0.6774
ribU	2	22.215382707367123	0.1325	0.1325	0.7505
GIFFJJKF_02196	13	20.00524305541237	0.8257692307692307	0.1742307692307693	0.7086153846153846
GIFFJJKF_01323	9	22.690369832574103	0.22333333333333336	0.22333333333333336	0.8691111111111112
ftsX	10	21.818156412055227	0.5744999999999999	0.4255000000000001	0.6895999999999999
ybjI	44	22.690369832574103	0.6410227272727271	0.35897727272727287	0.6322272727272726
GIFFJJKF_01133	16	27.476253533188437	0.7625	0.23750000000000004	0.5011875000000001
GIFFJJKF_01373	3	18.484126156288323	0.07833333333333332	0.07833333333333332	0.5473333333333333
GIFFJJKF_00300	12	22.690369832574103	0.63125	0.36875	0.8010000000000002
GIFFJJKF_01512|GIFFJJKF_01513	1	18.910094888560604	0.01	0.01	0.854
GIFFJJKF_00315	27	21.402304814074487	0.2972222222222222	0.2972222222222222	0.720851851851852
GIFFJJKF_00558	23	18.234331445240986	0.44608695652173913	0.44608695652173913	0.6125652173913044
aldC	21	22.690369832574103	0.6371428571428571	0.3628571428571429	0.8411904761904762
sarA_3	12	22.193820026016112	0.3341666666666667	0.3341666666666667	0.5490833333333334
spsB	26	22.34486156518862	0.453076923076923	0.453076923076923	0.673
clpC_2	25	27.515700160653214	0.9048	0.09519999999999995	0.46836
gatC_2	16	21.659555885159882	0.5415625000000001	0.45843749999999994	0.6505625
fni	7	9.554395796726402	0.5392857142857143	0.46071428571428574	0.44185714285714284
GIFFJJKF_01743|GIFFJJKF_01744	1	19.66354026615147	0.505	0.495	0.735
GIFFJJKF_00324|epsJ_1	1	21.73754891026957	0.04	0.04	0.944
GIFFJJKF_00565	1	21.465973893943865	0.335	0.335	0.9
glyE_3	2	18.910094888560604	0.022500000000000003	0.022500000000000003	0.8394999999999999
GIFFJJKF_00564	5	17.304518323509804	0.454	0.454	0.5189999999999999
alr	26	16.38933983691012	0.5107692307692308	0.48923076923076925	0.5584615384615386
cshA	1	28.593459819566046	0.985	0.015000000000000013	0.996
nanE_2	3	14.350665141287859	0.6533333333333333	0.3466666666666667	0.621
recG	7	16.184422251675734	0.22571428571428573	0.22571428571428573	0.6488571428571429
engB	49	30.468521082957746	0.5657142857142857	0.4342857142857143	0.6580408163265306
GIFFJJKF_01710	8	27.69897000433602	0.34	0.34	0.516
cheB	19	26.396855627379818	0.5897368421052631	0.4102631578947369	0.6213157894736843
hlyB_2	3	27.69897000433602	0.1366666666666667	0.1366666666666667	0.775
GIFFJJKF_00437|GIFFJJKF_00438	3	17.586700235918748	0.6066666666666667	0.3933333333333333	0.77
GIFFJJKF_01518	1	22.120904120499926	0.02	0.02	0.974
mntB|psaA	1	19.742321425130815	0.95	0.050000000000000044	0.755
ykfA	6	9.761953896871205	0.9441666666666667	0.05583333333333329	0.42333333333333334
sorB_2	3	18.189767482004918	0.555	0.44499999999999995	0.7726666666666667
dusB	8	28.910094888560604	0.38875	0.38875	0.572
GIFFJJKF_01730	14	23.522878745280337	0.036428571428571435	0.036428571428571435	0.5942857142857142
